,sell_price,rent_price,net_area,gross_area,effi_ratio,layout,orit,upd_dt,ttl_flt,prop_val,rpy_prd,inc_reqr,addr,latitude,longitude
0,7.0,16000.0,580.0,761.0,76.0,2.0,,2019-05-20,672.0,7000000.0,30,39198.0, 138 SHAP PAT HEUNG ROAD,22.437359899999997,114.0254431
1,11.0,26000.0,610.0,755.0,81.0,3.0,,2019-05-18,9812.0,11000000.0,30,51331.0, 18A SOUTH HORIZON DRIVE,22.243262899999998,114.148493229945
2,9.0,28000.0,588.0,694.0,85.0,,,2019-05-20,4329.0,9000000.0,30,46664.0, 1-20 CHI FU ROAD,22.2557305,114.1384359
3,8.0,,462.0,867.0,53.0,3.0,Southwest,2019-05-20,,8000000.0,30,44798.0,,22.2793278,
4,7.8,,482.0,635.0,76.0,2.0,,2019-05-19,1124.0,7800000.0,30,43678.0, 8 YUK TAI STREET,22.4114015,114.2221689
5,7.6,,503.0,674.0,75.0,,,2019-05-20,4760.0,7600000.0,30,42558.0, 18 ON LUK STREET,22.4234819,114.2331845
6,14.6,30000.0,785.0,1030.0,76.0,3.0,,2019-05-19,1360.0,14600000.0,30,68130.0, 1 MEI TIN ROAD,22.37017645,114.175091693505
7,7.4,,475.0,652.0,73.0,2.0,Southwest,2019-05-20,1624.0,7400000.0,30,41438.0, 100 YEUNG UK ROAD,22.3659929,114.1199724
8,12.0,,621.0,784.0,79.0,,,2019-05-19,9812.0,12000000.0,30,55997.0, 18A SOUTH HORIZON DRIVE,22.243262899999998,114.148493229945
9,11.8,24000.0,584.0,728.0,80.0,2.0,Northeast,2019-05-18,9812.0,11800000.0,30,55064.0, 18A SOUTH HORIZON DRIVE,22.243262899999998,114.148493229945
10,56.0,62001.0,953.0,1255.0,76.0,3.0,,2019-05-20,1054.0,56000000.0,30,261320.0, 1 AUSTIN ROAD WEST,22.3031647,114.1602124
11,8.08,17000.0,701.0,,,3.0,,2019-05-18,1620.0,8080000.0,30,45246.0, 68 KUNG UM ROAD,22.4388815,114.0257915
12,16.8,30000.0,656.0,656.0,100.0,2.0,South,2019-05-18,67.0,16800000.0,30,78396.0, 3 JULIA AVENUE,22.32010885,114.175348166877
13,40.0,65000.0,1567.0,2035.0,77.0,4.0,West,2019-05-19,439.0,40000000.0,30,186657.0, 80 SHEUNG SHING STREET,22.3170084,114.1798073
14,98.0,168000.0,1236.0,,,3.0,,2019-05-19,111.0,98000000.0,30,457310.0, 31 CONDUIT ROAD,22.27988,114.15012
15,12.0,30000.0,461.0,614.0,75.0,1.0,,2019-05-14,237.0,12000000.0,30,55997.0, 1 WAN CHAI ROAD,22.2783726,114.1806846
16,20.5,43500.0,668.0,,,2.0,,2019-05-19,125.0,20500000.0,30,95662.0, 180 CONNAUGHT ROAD WEST,22.2885928,114.1450272
17,5.7,13000.0,449.0,576.0,78.0,2.0,South,2019-05-18,3472.0,5700000.0,30,31918.0, 1 TIN WU ROAD,22.4521749,114.0016309
18,15.0,30000.0,747.0,933.0,80.0,3.0,Northeast,2019-05-18,9812.0,15000000.0,30,69996.0, 18A SOUTH HORIZON DRIVE,22.243262899999998,114.148493229945
19,5.38,,220.0,330.0,67.0,,,2019-05-19,33.0,5380000.0,30,30126.0, 25 Des Voeux Road West,22.287735,114.147144
20,16.0,27000.0,400.0,530.0,75.0,1.0,East,2019-05-19,1054.0,16000000.0,30,74663.0, 1 AUSTIN ROAD WEST,22.3031647,114.1602124
21,12.9,30000.0,632.0,810.0,78.0,3.0,,2019-05-18,9812.0,12900000.0,30,60197.0, 18A SOUTH HORIZON DRIVE,22.243262899999998,114.148493229945
22,20.0,40000.0,924.0,1286.0,72.0,3.0,North,2019-05-19,15.0,20000000.0,30,93329.0,,22.2793278,
23,13.8,27000.0,648.0,763.0,85.0,3.0,Southeast,2019-05-17,792.0,13800000.0,30,64397.0, 2-8 SHA TIN CENTRE STREET,22.380889800000002,114.1874004
24,7.6,17000.0,420.0,584.0,72.0,2.0,Northeast,2019-05-17,2048.0,7600000.0,30,42558.0, 1 WAN HANG ROAD,22.3205222,114.2572309
25,28.0,38000.0,755.0,998.0,76.0,3.0,Southwest,2019-05-19,2126.0,28000000.0,30,130660.0, 1 AUSTIN ROAD WEST,22.3031647,114.1602124
26,5.4,11800.0,401.0,,,1.0,,2019-05-19,141.0,5400000.0,30,30238.0, 138 TONG YAN SAN TSUEN ROAD,22.4423085,114.0112576
27,13.0,26800.0,482.0,656.0,73.0,2.0,,2019-05-19,1182.0,13000000.0,30,60664.0," 38 NEW PRAYA KENNEDY TOWN, 8 DAVIS STREET",,
28,34.0,45000.0,870.0,,,3.0,Northeast,2019-05-17,691.0,34000000.0,30,158659.0, 9 AUSTIN ROAD WEST,22.3030412,114.159420083288
29,7.0,,460.0,656.0,70.0,2.0,Southwest,2019-05-14,924.0,7000000.0,30,39198.0, 33 WO YI HOP ROAD,22.366820999999998,114.137108157372
30,9.8,24000.0,556.0,717.0,78.0,2.0,,2019-05-19,1375.0,9800000.0,30,46664.0, 28 LOK KING STREET,22.3941987,114.1978431
31,7.2,19000.0,502.0,688.0,73.0,3.0,Southwest,2019-05-19,1280.0,7200000.0,30,40318.0, 9 YUK NGA LANE,22.3233619,114.2553609
32,8.27,18500.0,493.0,610.0,81.0,2.0,East,2019-05-18,3360.0,8280000.0,30,46366.0, 398 CASTLE PEAK ROAD TSUEN WAN,22.374303100000002,114.1143807
33,9.5,19500.0,526.0,698.0,75.0,2.0,Northeast,2019-05-14,984.0,9500000.0,30,46664.0, 52 CAPE ROAD,22.2209276,114.2059563
34,21.0,52000.0,1227.0,1375.0,89.0,4.0,East,2019-05-19,87.0,21000000.0,30,97995.0, 117-121 ARGYLE STREET,22.3192056,114.1688067
35,21.8,40000.0,1318.0,1663.0,79.0,3.0,North,2019-05-16,2022.0,21800000.0,30,101728.0, 12 TUNG CHUNG WATERFRONT ROAD,22.292575699999997,113.9395915
36,17.0,33000.0,827.0,,,2.0,Northeast,2019-05-19,1092.0,17000000.0,30,79329.0, 8 WU KAI SHA ROAD,22.4294801,114.2427769
37,9.0,20000.0,552.0,723.0,76.0,,,2019-05-19,2169.0,9000000.0,30,46664.0, 599 SAI SHA ROAD,22.4164228,114.2254689
38,6.88,17000.0,439.0,518.0,85.0,1.0,,2019-05-18,4329.0,6880000.0,30,38526.0, 1-20 CHI FU ROAD,22.2557305,114.1384359
39,7.8,,756.0,901.0,84.0,3.0,,2019-05-19,1100.0,7800000.0,30,43678.0, 100 FUNG CHEUNG ROAD,22.4431897,114.0322768
40,45.0,88000.0,2073.0,2780.0,75.0,4.0,Northwest,2019-05-19,157.0,45000000.0,30,209989.0, 18 HIN TAI STREET,22.362830600000002,114.17673
41,17.5,36000.0,764.0,979.0,78.0,3.0,Southeast,2019-05-19,1375.0,17500000.0,30,81662.0, 28 LOK KING STREET,22.3941987,114.1978431
42,22.8,36000.0,1267.0,1705.0,74.0,3.0,,2019-05-17,77.0,22800000.0,30,106395.0, 18 SHAN TONG ROAD,22.4428521,114.1701435
43,8.6,19000.0,475.0,583.0,81.0,2.0,Southwest,2019-05-16,6504.0,8600000.0,30,46664.0, 100 SHING TAI ROAD,22.27664325,114.239772961432
44,6.5,16000.0,375.0,504.0,74.0,,,2019-05-19,496.0,6500000.0,30,36398.0," 328,342 CASTLE PEAK ROAD TSUEN WAN",22.37417665,114.115226130206
45,31.5,57000.0,2130.0,3228.0,66.0,4.0,,2019-05-14,68.0,31500000.0,30,146992.0, 1 YUNG YI ROAD,22.4417855,114.1773429
46,16.8,,934.0,1168.0,80.0,3.0,East,2019-05-18,56.0,16800000.0,30,78396.0, 1E KAU TO SHAN ROAD,22.40832135,114.205351685068
47,13.5,30000.0,1026.0,1370.0,75.0,2.0,Northeast,2019-05-19,286.0,13500000.0,30,62997.0, 1 HUNG LAM DRIVE,22.43608685,114.188183451469
48,14.0,38000.0,591.0,814.0,73.0,2.0,,2019-05-13,381.0,14000000.0,30,65330.0, 60 JOHNSTON ROAD,22.2764809,114.1712434
49,7.2,16800.0,544.0,704.0,77.0,2.0,Southeast,2019-05-19,2687.0,7200000.0,30,40318.0, 11 TSUN WEN ROAD,22.3944745,113.9713633
50,4.95,,324.0,413.0,78.0,,Northeast,2019-05-15,4516.0,4950000.0,30,27719.0, 86-105 TSUEN KING CIRCUIT,22.376395600000002,114.1105567
51,12.5,26000.0,661.0,738.0,90.0,2.0,North,2019-05-20,72.0,12500000.0,30,58330.0, 36 BROADCAST DRIVE,22.3400292,114.1826597
52,23.0,40000.0,604.0,842.0,72.0,1.0,Southwest,2019-05-19,345.0,23000000.0,30,107328.0, 18 HANOI ROAD,22.2975063,114.1740154
53,10.5,22000.0,654.0,,,2.0,Northeast,2019-05-19,973.0,10500000.0,30,48998.0, 33 LAI PING ROAD,22.411178699999997,114.2095081
54,6.25,,414.0,566.0,73.0,,Southeast,2019-05-17,2580.0,6250000.0,30,34998.0, 11 SHAP PAT HEUNG ROAD,22.437359899999997,114.0254431
55,36.79,,1281.0,1600.0,80.0,2.0,,2019-05-17,117.0,36800000.0,30,171725.0,,22.2793278,
56,48.0,68000.0,1010.0,1331.0,76.0,3.0,Northwest,2019-05-18,1054.0,48000000.0,30,223989.0, 1 AUSTIN ROAD WEST,22.3031647,114.1602124
57,8.19,18000.0,592.0,807.0,73.0,2.0,Southeast,2019-05-16,2158.0,8200000.0,30,45918.0, 1 HING TUNG STREET,22.288225399999998,113.9411777
58,14.0,26000.0,563.0,722.0,78.0,2.0,,2019-05-19,18.0,14000000.0,30,65330.0,,22.2793278,
59,26.0,41500.0,890.0,,,3.0,East,2019-05-19,576.0,26000000.0,30,121327.0, 8 WUI CHEUNG ROAD,22.30526925,114.166677722034
60,29.5,,862.0,1196.0,72.0,3.0,North,2019-05-09,75.0,29500000.0,30,137660.0, 98 JAVA ROAD,22.2919756,114.1986144
61,15.5,,635.0,,,3.0,East,2019-05-17,960.0,15500000.0,30,72330.0, 19 TONG YIN STREET,22.306720499999997,114.2587782
62,6.75,16000.0,364.0,511.0,71.0,2.0,Southwest,2019-05-18,2048.0,6750000.0,30,37798.0, 1 WAN HANG ROAD,22.3205222,114.2572309
63,23.0,30000.0,988.0,,,,,2019-05-17,973.0,23000000.0,30,107328.0, 33 LAI PING ROAD,22.411178699999997,114.2095081
64,68.0,63000.0,736.0,,,2.0,,2019-05-18,197.0,68000000.0,30,317317.0, 100 CAINE ROAD,22.282381,114.150549650901
65,10.6,24000.0,419.0,,,1.0,,2019-05-19,576.0,10600000.0,30,49464.0, 8 WUI CHEUNG ROAD,22.30526925,114.166677722034
66,4.8,11000.0,441.0,584.0,76.0,2.0,,2019-05-18,2264.0,4800000.0,30,26879.0, 9 TIN LUNG ROAD,22.4592912,114.0056372
67,22.0,43000.0,1492.0,1900.0,79.0,4.0,East,2019-05-20,208.0,22000000.0,30,102661.0, 16 SUI WO ROAD,22.3983645,114.1928588
68,15.5,32500.0,453.0,633.0,72.0,2.0,,2019-05-19,262.0,15500000.0,30,72330.0, 8 MINDEN AVENUE,22.2968175,114.1746278
69,23.4,60000.0,1607.0,2085.0,77.0,,,2019-05-19,79.0,23400000.0,30,109194.0, 1 MA SHING PATH,22.4412598,114.1627539
70,5.88,13000.0,460.0,,,1.0,Southwest,2019-05-18,1620.0,5880000.0,30,32926.0, 68 KUNG UM ROAD,22.4388815,114.0257915
71,160.0,150000.0,2118.0,2838.0,75.0,2.0,Northeast,2019-05-19,59.0,160000000.0,30,746628.0, 1 MAY ROAD,22.2733633,114.155887
72,35.0,56500.0,1607.0,2078.0,77.0,,,2019-05-11,424.0,35000000.0,30,163325.0, 2 LOK KWAI PATH,22.401121300000003,114.1955985
73,40.0,65000.0,1123.0,1570.0,72.0,2.0,Northwest,2019-05-16,345.0,40001000.0,30,186662.0, 18 HANOI ROAD,22.2975063,114.1740154
74,6.56,16000.0,485.0,610.0,80.0,2.0,,2019-05-19,3360.0,6560000.0,30,36734.0, 398 CASTLE PEAK ROAD TSUEN WAN,22.374303100000002,114.1143807
75,12.7,26000.0,483.0,483.0,100.0,2.0,Southeast,2019-05-19,561.0,12700000.0,30,59264.0, 1 SHEUNG FOO STREET,22.3175733,114.180866889852
76,19.8,38000.0,705.0,921.0,77.0,3.0,Northeast,2019-05-19,108.0,19800000.0,30,92395.0, 20 CONDUIT ROAD,22.27988,114.15012
77,5.8,,623.0,815.0,76.0,,,2019-05-18,2264.0,5800000.0,30,32478.0, 9 TIN LUNG ROAD,22.4592912,114.0056372
78,5.55,13000.0,443.0,603.0,73.0,2.0,Northeast,2019-05-15,2580.0,5550000.0,30,31078.0, 11 SHAP PAT HEUNG ROAD,22.437359899999997,114.0254431
79,32.0,58000.0,994.0,1290.0,77.0,3.0,West,2019-05-18,266.0,32000000.0,30,149326.0, 2 YIN PING ROAD,22.3428133,114.1628911
80,6.98,18700.0,451.0,518.0,87.0,2.0,Southeast,2019-05-15,4000.0,6980000.0,30,39086.0, 22-26 WAI TSUEN ROAD,22.37323815,114.120798554016
81,20.3,38000.0,692.0,918.0,75.0,3.0,East,2019-05-18,186.0,20300000.0,30,94728.0, 8 CONDUIT ROAD,22.27988,114.15012
82,18.0,35000.0,1022.0,1365.0,75.0,4.0,Southwest,2019-05-19,1466.0,18000000.0,30,83996.0, 1 YEUNG UK ROAD,22.36997825,114.113524719126
83,7.0,15000.0,512.0,665.0,77.0,,,2019-05-20,337.0,7000000.0,30,39198.0, 18 PO YIP STREET,22.4478326,114.029746
84,8.6,20000.0,384.0,493.0,78.0,3.0,,2019-05-12,86.0,8600000.0,30,46664.0," 158-172 JAFFE ROAD, 20 FLEMING ROAD",,
85,6.3,13000.0,533.0,708.0,75.0,,,2019-05-10,1091.0,6300000.0,30,35278.0, 33 TIN KWAI ROAD,22.4638201,114.0040795
86,5.8,12800.0,551.0,708.0,78.0,3.0,South,2019-05-16,3472.0,5800000.0,30,32478.0, 1 TIN WU ROAD,22.4521749,114.0016309
87,9.0,23000.0,774.0,966.0,80.0,,,2019-05-20,780.0,9000000.0,30,46664.0, 1 YING HO ROAD,22.4420071,114.0546624
88,12.0,25000.0,427.0,579.0,74.0,1.0,,2019-05-14,190.0,12000000.0,30,55997.0, 38 HAVEN STREET,22.278164399999998,114.1864803
89,25.0,46000.0,1173.0,1345.0,87.0,3.0,Southwest,2019-05-19,1120.0,25000000.0,30,116661.0, 180 POK FU LAM ROAD,22.276936300000003,114.1303209
90,12.5,23000.0,693.0,901.0,77.0,3.0,Northwest,2019-05-19,1890.0,12500000.0,30,58330.0, 9 YUEN LUNG STREET,22.4444208,114.0370964
91,25.0,55000.0,779.0,1116.0,70.0,2.0,North,2019-05-15,94.0,25000000.0,30,116661.0, 22 JOHNSTON ROAD,22.2769,114.1703891
92,70.5,105000.0,1763.0,2434.0,72.0,4.0,Southwest,2019-05-17,,70500000.0,30,328983.0, 8 BEL-AIR PEAK AVENUE,22.2552139,114.133486
93,24.0,45000.0,748.0,1000.0,75.0,1.0,North,2019-05-09,609.0,24000000.0,30,111994.0, 1 HARBOUR ROAD,50.704299400000004,-3.0617945
94,30.0,50000.0,978.0,,,3.0,West,2019-05-19,56.0,30000000.0,30,139993.0, 8 LA SALLE ROAD,22.332151500000002,114.1816995
95,5.6,,450.0,599.0,75.0,,Northeast,2019-05-18,1576.0,5600000.0,30,31358.0, 8 FUK HANG TSUEN ROAD,22.4163223,113.9901001
96,9.88,,483.0,638.0,76.0,2.0,East,2019-05-19,45.0,9880000.0,30,46664.0, 4 BABINGTON PATH,22.282362600000003,114.1415552
97,20.9,,800.0,910.0,88.0,3.0,North,2019-05-19,240.0,20900000.0,30,97528.0, 128-130 KENNEDY ROAD,22.276496899999998,114.1576045
98,17.2,,848.0,,,2.0,North,2019-05-20,960.0,17200000.0,30,80263.0, 19 TONG YIN STREET,22.306720499999997,114.2587782
99,8.5,18800.0,821.0,,,3.0,,2019-05-15,1620.0,8500000.0,30,46664.0, 68 KUNG UM ROAD,22.4388815,114.0257915
100,52.0,110000.0,1749.0,2319.0,75.0,4.0,,2019-05-19,84.0,52000000.0,30,242654.0, 31 ROBINSON ROAD,22.28196,114.14774
101,5.38,14000.0,473.0,592.0,80.0,3.0,,2019-04-25,128.0,5380000.0,30,30126.0,,22.2793278,
102,16.0,35000.0,1110.0,1390.0,80.0,3.0,,2019-05-19,432.0,16000000.0,30,74663.0, 533 SAI SHA ROAD,22.425045899999997,114.2318302
103,22.3,38500.0,1116.0,1502.0,74.0,3.0,,2019-05-19,482.0,22300000.0,30,104061.0, 5 FO CHUN ROAD,22.4317126,114.2033784
104,5.35,14500.0,173.0,,,,,2019-05-14,88.0,5350000.0,30,29958.0, 62 SHANGHAI STREET,22.304538,114.16926987544
105,4.38,10800.0,296.0,,,,Northeast,2019-05-19,321.0,4390000.0,30,24583.0, 8 LEUNG TAK STREET,22.4085014,113.9674198
106,39.0,68500.0,2242.0,2963.0,76.0,4.0,East,2019-05-18,114.0,39000000.0,30,181991.0, 8 TUNG LO WAN HILL ROAD,22.3814546,114.180466480573
107,11.5,28000.0,567.0,715.0,79.0,1.0,North,2019-05-18,809.0,11500000.0,30,53664.0, 1 BRAEMAR HILL ROAD,22.283115300000002,114.1989649
108,6.38,,505.0,657.0,77.0,,,2019-05-08,352.0,6380000.0,30,35726.0, 88 FUNG CHEUNG ROAD,22.4431897,114.0322768
109,34.0,63000.0,1902.0,3149.0,60.0,,,2019-05-13,535.0,34000000.0,30,158659.0, 23 SAM MUN TSAI ROAD,22.45593845,114.213860024839
110,8.4,17000.0,475.0,621.0,76.0,,North,2019-05-19,1080.0,8400000.0,30,46664.0, 83 TUEN MUN HEUNG SZE WUI ROAD,22.3958081,113.974076675649
111,30.8,58000.0,1812.0,3201.0,57.0,,,2019-05-17,132.0,30800000.0,30,143726.0," 28,33 KWU TUNG ROAD",22.5017158,114.1042559
112,16.0,36000.0,764.0,998.0,77.0,3.0,North,2019-05-19,88.0,16000000.0,30,74663.0, 2 CALDECOTT ROAD,22.3445927,114.1499844
113,13.8,30000.0,758.0,1000.0,76.0,3.0,North,2019-05-19,72.0,13800000.0,30,64397.0," 303,309 PRINCE EDWARD ROAD WEST",22.3262948,114.183058874577
114,11.6,26000.0,713.0,,,4.0,South,2019-04-01,1717.0,11600000.0,30,54131.0, 48 WING SHUN STREET,22.3653666,114.1133174
115,95.0,138000.0,2237.0,3305.0,68.0,6.0,Northeast,2019-05-19,128.0,95000000.0,30,443311.0, 1-99 KING'S PARK HILL ROAD,22.311462600000002,114.1746054
116,27.0,45000.0,1241.0,,,4.0,,2019-05-19,545.0,27000000.0,30,125994.0, 21 FO CHUN ROAD,22.4315234,114.203660360569
117,27.0,42000.0,794.0,983.0,81.0,3.0,Southeast,2019-05-19,1288.0,27000000.0,30,125994.0, 1 AUSTIN ROAD WEST,22.3031647,114.1602124
118,22.5,45000.0,1279.0,1727.0,74.0,,Northwest,2019-05-18,337.0,22500000.0,30,104995.0, 18 PO YIP STREET,22.4478326,114.029746
119,15.0,35000.0,645.0,877.0,74.0,2.0,Northeast,2019-05-11,381.0,15000000.0,30,69996.0, 60 JOHNSTON ROAD,22.2764809,114.1712434
120,93.0,110000.0,2218.0,2850.0,78.0,3.0,Northeast,2019-05-16,79.0,93000000.0,30,433978.0, 5-7 MAY ROAD,22.2735312,114.1561688
121,40.0,55000.0,1352.0,1701.0,79.0,4.0,East,2019-05-19,31.0,40000000.0,30,186657.0, 8 ALNWICK ROAD,22.3430249,114.1780193
122,30.0,,981.0,1274.0,77.0,3.0,East,2019-05-18,103.0,30000000.0,30,139993.0, 81 BROADCAST DRIVE,22.3400292,114.1826597
123,22.5,,682.0,850.0,80.0,2.0,Northeast,2019-05-19,329.0,22500000.0,30,104995.0, 9 STAR STREET,22.2761313,114.1683148
124,5.88,,548.0,705.0,78.0,3.0,East,2019-05-18,1536.0,5880000.0,30,32926.0, 8 TIN SHUI ROAD,22.45833485,113.998702060825
125,4.68,12000.0,251.0,,,,,2019-05-19,683.0,4680000.0,30,26207.0, 18 CASTLE PEAK ROAD TAM MEI,,
126,26.5,57000.0,915.0,1183.0,77.0,3.0,Northwest,2019-05-17,197.0,26500000.0,30,123660.0, 37A CADOGAN STREET,22.281885100000004,114.126597372637
127,36.0,53000.0,1489.0,1873.0,79.0,4.0,Southeast,2019-05-19,31.0,36000000.0,30,167991.0, 8 ALNWICK ROAD,22.3430249,114.1780193
128,11.0,24000.0,614.0,757.0,81.0,,Northeast,2019-05-18,9812.0,11000000.0,30,51331.0, 18A SOUTH HORIZON DRIVE,22.243262899999998,114.148493229945
129,25.5,50000.0,1378.0,1760.0,78.0,3.0,Northeast,2019-05-19,2022.0,25500000.0,30,118994.0, 12 TUNG CHUNG WATERFRONT ROAD,22.292575699999997,113.9395915
130,48.0,72000.0,1234.0,1557.0,79.0,3.0,Southeast,2019-05-19,120.0,48000000.0,30,223989.0, 1 BROADCAST DRIVE,22.3400292,114.1826597
131,13.88,25500.0,735.0,,,2.0,South,2019-05-19,973.0,13880000.0,30,64770.0, 33 LAI PING ROAD,22.411178699999997,114.2095081
132,16.0,30000.0,503.0,686.0,73.0,3.0,,2019-05-18,186.0,16000000.0,30,74663.0, 33 ST. FRANCIS STREET,22.275672699999998,114.1690669
133,39.0,,1646.0,2005.0,82.0,4.0,Northeast,2019-05-14,46.0,39000000.0,30,181991.0, 1 MONMOUTH TERRACE,22.275618899999998,114.1671198
134,5.8,,448.0,603.0,74.0,,,2019-05-17,2580.0,5800000.0,30,32478.0, 11 SHAP PAT HEUNG ROAD,22.437359899999997,114.0254431
135,9.98,22000.0,950.0,,,3.0,,2019-05-15,1620.0,9980000.0,30,46664.0, 68 KUNG UM ROAD,22.4388815,114.0257915
136,54.0,100000.0,1513.0,1940.0,78.0,3.0,West,2019-05-08,84.0,54000000.0,30,251987.0, 1-5 VENTRIS ROAD,22.269977899999997,114.1857251
137,13.0,24800.0,685.0,890.0,77.0,,,2019-05-18,1890.0,13000000.0,30,60664.0, 9 YUEN LUNG STREET,22.4444208,114.0370964
138,14.4,45000.0,447.0,576.0,78.0,1.0,,2019-05-16,74.0,14400000.0,30,67197.0, 1 YING FAI TERRACE,22.2812585,114.1509239
139,13.2,,896.0,1202.0,75.0,,,2019-05-14,2022.0,13200000.0,30,61597.0, 12 TUNG CHUNG WATERFRONT ROAD,22.292575699999997,113.9395915
140,40.0,,1236.0,1591.0,78.0,3.0,Southeast,2019-05-18,120.0,40000000.0,30,186657.0, 1 BROADCAST DRIVE,22.3400292,114.1826597
141,21.5,,1530.0,2758.0,55.0,4.0,,2019-05-09,11.0,21500000.0,30,100328.0, 7 HANG LOK LANE,22.378894600000002,114.1829356
142,13.8,,971.0,1260.0,77.0,3.0,Northwest,2019-05-16,551.0,13800000.0,30,64397.0, 8 ON CHUN STREET,22.42929025,114.2368739
143,33.29,75000.0,2389.0,3458.0,69.0,5.0,South,2019-05-10,160.0,33300000.0,30,155392.0, 23 NGAU TAM MEI ROAD,22.4771591,114.0656984
144,6.8,,347.0,452.0,77.0,1.0,Northeast,2019-05-17,1480.0,6800000.0,30,38078.0, 2-16 WANG POK STREET,22.3830492,114.1901744
145,14.0,,1031.0,1180.0,87.0,,,2019-05-19,540.0,14000000.0,30,65330.0, 530 SAI SHA ROAD,22.4164228,114.2254689
146,14.8,,1108.0,1267.0,87.0,,,2019-05-19,540.0,14800000.0,30,69063.0, 530 SAI SHA ROAD,22.4164228,114.2254689
147,35.0,,1130.0,1300.0,87.0,3.0,East,2019-05-20,,35000000.0,30,163325.0,,22.2793278,
148,9.8,,590.0,780.0,76.0,2.0,Southwest,2019-05-19,120.0,9800000.0,30,46664.0,,22.2793278,
149,6.8,,460.0,606.0,76.0,2.0,Northwest,2019-05-18,1618.0,6800000.0,30,38078.0, 33 YUEN LONG KAU HUI ROAD,22.4482733,114.0338216
150,5.9,,533.0,678.0,79.0,2.0,Southeast,2019-05-15,473.0,5900000.0,30,33038.0, 25 TOWN PARK ROAD SOUTH,22.43978,114.0178567
151,5.5,,376.0,552.0,68.0,2.0,Southeast,2019-05-20,1728.0,5500000.0,30,30798.0, 1 TUEN ON LANE,22.410331,113.981036601545
152,72.0,110000.0,2049.0,2288.0,90.0,3.0,Southeast,2019-05-19,,72000000.0,30,335983.0,,22.2793278,
153,9.6,23000.0,809.0,1080.0,75.0,3.0,Northwest,2019-05-19,1552.0,9600000.0,30,46664.0, 2 KIN TUNG ROAD,22.293035500000002,113.9494805
154,10.0,19500.0,819.0,1003.0,82.0,3.0,,2019-05-19,726.0,10000000.0,30,46664.0, 138 FUK HANG TSUEN ROAD,22.4163223,113.9901001
155,120.0,,3031.0,4085.0,74.0,,,2019-04-12,40.0,120000000.0,30,559971.0, 18 KAU TO SHAN ROAD,22.40832135,114.205351685068
156,4.9,,410.0,,,3.0,,2019-05-19,168.0,4900000.0,30,27439.0,,22.2793278,
157,10.0,23000.0,538.0,753.0,71.0,,,2019-05-17,960.0,10000000.0,30,46664.0, 138 YEUNG UK ROAD,22.3663779,114.1183588
158,11.0,,499.0,,,2.0,,2019-05-17,983.0,11000000.0,30,51331.0, 51 WING SHUN STREET,22.3653666,114.1133174
159,29.8,,1456.0,1600.0,91.0,3.0,East,2019-05-11,,29800000.0,30,139060.0,,22.2793278,
160,6.8,,409.0,470.0,87.0,2.0,,2019-05-19,800.0,6800000.0,30,38078.0, 2-8 CHIK WAN STREET,22.3720982,114.1745431
161,13.8,,888.0,,,,,2019-05-07,912.0,13800000.0,30,64397.0, 8 KWONG YIP STREET,22.447877,114.02705
162,5.98,14000.0,523.0,689.0,76.0,,,2019-05-20,734.0,5980000.0,30,33486.0, 600 CASTLE PEAK ROAD HUNG SHUI KIU,22.4366052,114.0018483
163,21.0,42000.0,998.0,1333.0,75.0,4.0,Southwest,2019-05-20,256.0,21000000.0,30,97995.0, 18 YEUNG UK ROAD,22.365389899999997,114.1208572
164,8.3,,443.0,573.0,77.0,2.0,North,2019-05-20,1890.0,8300000.0,30,46478.0, 9 YUEN LUNG STREET,22.4444208,114.0370964
165,21.0,,859.0,,,3.0,Southeast,2019-05-20,953.0,21000000.0,30,97995.0, 98 TAI HO ROAD,22.3708329,114.1137867
166,13.8,,691.0,,,,Northeast,2019-05-20,973.0,13800000.0,30,64397.0, 33 LAI PING ROAD,22.411178699999997,114.2095081
167,3.5,,381.0,531.0,72.0,2.0,,2019-05-18,7239.0,3500000.0,30,19599.0, 5 LEI TUNG ESTATE ROAD,22.2434408,114.1579009
168,29.98,,1097.0,1409.0,78.0,3.0,Southwest,2019-05-19,2213.0,29980000.0,30,139899.0, 89 POK FU LAM ROAD,22.276936300000003,114.1303209
169,12.5,,633.0,798.0,79.0,3.0,Northwest,2019-05-19,9812.0,12500000.0,30,58330.0, 18A SOUTH HORIZON DRIVE,22.243262899999998,114.148493229945
170,12.0,,633.0,798.0,79.0,3.0,,2019-05-18,9812.0,12000000.0,30,55997.0, 18A SOUTH HORIZON DRIVE,22.243262899999998,114.148493229945
171,53.8,,1329.0,,,5.0,South,2019-05-17,605.0,53800000.0,30,251054.0, 29 TONG YIN STREET,22.306720499999997,114.2587782
172,9.3,,610.0,756.0,81.0,3.0,,2019-05-18,3360.0,9300000.0,30,46664.0, 398 CASTLE PEAK ROAD TSUEN WAN,22.374303100000002,114.1143807
173,14.0,,720.0,923.0,78.0,,South,2019-05-18,1080.0,14000000.0,30,65330.0, 83 TUEN MUN HEUNG SZE WUI ROAD,22.3958081,113.974076675649
174,7.5,,439.0,518.0,85.0,2.0,Northwest,2019-05-16,4329.0,7500000.0,30,41998.0, 1-20 CHI FU ROAD,22.2557305,114.1384359
